"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN099999901","PORT BLAIR, IN","2001-03-08","79","87","69"
"IN099999901","PORT BLAIR, IN","2001-03-09","81","87","71"
"IN099999901","PORT BLAIR, IN","2001-03-10","80",,"75"
"IN099999901","PORT BLAIR, IN","2001-03-11","78","87","73"
"IN099999901","PORT BLAIR, IN","2001-03-12","79",,"73"
"IN099999901","PORT BLAIR, IN","2001-03-13","79","87",
"IN099999901","PORT BLAIR, IN","2001-03-14","76",,
"IN099999901","PORT BLAIR, IN","2001-03-15","80","90",
"IN099999901","PORT BLAIR, IN","2001-03-16","80",,
"IN099999901","PORT BLAIR, IN","2001-03-17","80","88",
"IN099999901","PORT BLAIR, IN","2001-03-18","80","89","72"
"IN099999901","PORT BLAIR, IN","2001-03-19","78",,"72"
"IN099999901","PORT BLAIR, IN","2001-03-20","82","89","74"
"IN099999901","PORT BLAIR, IN","2001-03-21","81","90",
"IN099999901","PORT BLAIR, IN","2001-03-22","80",,
"IN099999901","PORT BLAIR, IN","2001-03-23","77","85",
"IN099999901","PORT BLAIR, IN","2001-03-24","81","87","74"
"IN099999901","PORT BLAIR, IN","2001-03-25","80","87","75"
"IN099999901","PORT BLAIR, IN","2001-03-26","81",,"76"
"IN099999901","PORT BLAIR, IN","2001-03-27","80","90",
"IN099999901","PORT BLAIR, IN","2001-03-28","81","89","72"
"IN099999901","PORT BLAIR, IN","2001-03-29","80","88",
"IN099999901","PORT BLAIR, IN","2001-03-30","82","87","73"
"IN099999901","PORT BLAIR, IN","2001-03-31","82","88",
"IN099999901","PORT BLAIR, IN","2001-04-01","85","89","75"
"IN099999901","PORT BLAIR, IN","2001-04-02","80","90",
"IN099999901","PORT BLAIR, IN","2001-04-03","83","89",
"IN099999901","PORT BLAIR, IN","2001-04-04","83","90","75"
"IN099999901","PORT BLAIR, IN","2001-04-05","83","91",
"IN099999901","PORT BLAIR, IN","2001-04-06","82","89",
"IN099999901","PORT BLAIR, IN","2001-04-07","85","90","76"
"IN099999901","PORT BLAIR, IN","2001-04-08","84","90","78"
"IN099999901","PORT BLAIR, IN","2001-04-09","84","91","77"
"IN099999901","PORT BLAIR, IN","2001-04-10","83","91",
"IN099999901","PORT BLAIR, IN","2001-04-11","84","92",
"IN099999901","PORT BLAIR, IN","2001-04-12","84","90","76"
"IN099999901","PORT BLAIR, IN","2001-04-13","85","90","77"
"IN099999901","PORT BLAIR, IN","2001-04-14","84","91",
"IN099999901","PORT BLAIR, IN","2001-04-15","86","91","76"
"IN099999901","PORT BLAIR, IN","2001-04-16","85","90","77"
"IN099999901","PORT BLAIR, IN","2001-04-17","84","91","77"
"IN099999901","PORT BLAIR, IN","2001-04-18","84","91","77"
"IN099999901","PORT BLAIR, IN","2001-04-19","86","91","76"
"IN099999901","PORT BLAIR, IN","2001-04-20","83","91","76"
"IN099999901","PORT BLAIR, IN","2001-04-21","85","92","76"
"IN099999901","PORT BLAIR, IN","2001-04-22","85","91","76"
"IN099999901","PORT BLAIR, IN","2001-04-23","84",,"76"
"IN099999901","PORT BLAIR, IN","2001-04-24","84","91","74"
"IN099999901","PORT BLAIR, IN","2001-04-25","84","91","76"
"IN099999901","PORT BLAIR, IN","2001-04-26","84","91","77"
"IN099999901","PORT BLAIR, IN","2001-04-27","81","89",
"IN099999901","PORT BLAIR, IN","2001-04-28","83","92",
"IN099999901","PORT BLAIR, IN","2001-04-29","84","90","77"
"IN099999901","PORT BLAIR, IN","2001-04-30","78","85",
"IN099999901","PORT BLAIR, IN","2001-05-01","82",,"73"
"IN099999901","PORT BLAIR, IN","2001-05-02","82","89",
"IN099999901","PORT BLAIR, IN","2001-05-03","81","89","76"
"IN099999901","PORT BLAIR, IN","2001-05-04","84","89","75"
"IN099999901","PORT BLAIR, IN","2001-05-05","80","90",
"IN099999901","PORT BLAIR, IN","2001-05-06","78","90",
"IN099999901","PORT BLAIR, IN","2001-05-07","80","85","73"
"IN099999901","PORT BLAIR, IN","2001-05-08","78","87",
"IN099999901","PORT BLAIR, IN","2001-05-09","78","85",
"IN099999901","PORT BLAIR, IN","2001-05-10","84","88",
"IN099999901","PORT BLAIR, IN","2001-05-11","84","90","77"
"IN099999901","PORT BLAIR, IN","2001-05-12","80","86",
"IN099999901","PORT BLAIR, IN","2001-05-13","77",,"73"
"IN099999901","PORT BLAIR, IN","2001-05-14","82","88",
"IN099999901","PORT BLAIR, IN","2001-05-15","76",,"74"
"IN099999901","PORT BLAIR, IN","2001-05-16","78","83",
"IN099999901","PORT BLAIR, IN","2001-05-17","81","87","76"
"IN099999901","PORT BLAIR, IN","2001-05-18","80","86","71"
"IN099999901","PORT BLAIR, IN","2001-05-19","79","82","72"
"IN099999901","PORT BLAIR, IN","2001-05-20","83","88",
"IN099999901","PORT BLAIR, IN","2001-05-21","84","90","78"
"IN099999901","PORT BLAIR, IN","2001-05-22","81","87","72"
"IN099999901","PORT BLAIR, IN","2001-05-23","81","85","72"
"IN099999901","PORT BLAIR, IN","2001-05-24","80","89","75"
"IN099999901","PORT BLAIR, IN","2001-05-25","78","84","72"
"IN099999901","PORT BLAIR, IN","2001-05-26","78","82","71"
"IN099999901","PORT BLAIR, IN","2001-05-27","82","86","74"
"IN099999901","PORT BLAIR, IN","2001-05-28","81","87","73"
"IN099999901","PORT BLAIR, IN","2001-05-29","81","85",
"IN099999901","PORT BLAIR, IN","2001-05-30","78","85",
"IN099999901","PORT BLAIR, IN","2001-05-31","81","87","75"
"IN099999901","PORT BLAIR, IN","2001-06-01","80","86",
"IN099999901","PORT BLAIR, IN","2001-06-02","82",,
"IN099999901","PORT BLAIR, IN","2001-06-03","83","86","77"
"IN099999901","PORT BLAIR, IN","2001-06-04","82","86","78"
"IN099999901","PORT BLAIR, IN","2001-06-05","81","86","76"
"IN099999901","PORT BLAIR, IN","2001-06-06","81","87",
"IN099999901","PORT BLAIR, IN","2001-06-07","80","86",
"IN099999901","PORT BLAIR, IN","2001-06-08","79","83","73"
"IN099999901","PORT BLAIR, IN","2001-06-09","80",,"76"
"IN099999901","PORT BLAIR, IN","2001-06-10","76","82",
"IN099999901","PORT BLAIR, IN","2001-06-11","79","82",
"IN099999901","PORT BLAIR, IN","2001-06-12","82",,
"IN099999901","PORT BLAIR, IN","2001-06-13","83","86","78"
"IN099999901","PORT BLAIR, IN","2001-06-14","81","85",
"IN099999901","PORT BLAIR, IN","2001-06-15","83","86","74"
"IN099999901","PORT BLAIR, IN","2001-06-16","83","85","79"
"IN099999901","PORT BLAIR, IN","2001-06-17","84","86","77"
"IN099999901","PORT BLAIR, IN","2001-06-18","83","86","79"
"IN099999901","PORT BLAIR, IN","2001-06-19","83","87","79"
"IN099999901","PORT BLAIR, IN","2001-06-20","83",,"77"
"IN099999901","PORT BLAIR, IN","2001-06-21","83",,"79"
"IN099999901","PORT BLAIR, IN","2001-06-22","81","86",
"IN099999901","PORT BLAIR, IN","2001-06-23","82","83","74"
"IN099999901","PORT BLAIR, IN","2001-06-24","82","84","75"
"IN099999901","PORT BLAIR, IN","2001-06-25","83","86","78"
"IN099999901","PORT BLAIR, IN","2001-06-26","82",,
"IN099999901","PORT BLAIR, IN","2001-06-27","83","85","80"
"IN099999901","PORT BLAIR, IN","2001-06-28","83","86","79"
"IN099999901","PORT BLAIR, IN","2001-06-29","83","87","78"
"IN099999901","PORT BLAIR, IN","2001-06-30","81","85","78"
"IN099999901","PORT BLAIR, IN","2001-07-01","80","86",
"IN099999901","PORT BLAIR, IN","2001-07-02","80",,
"IN099999901","PORT BLAIR, IN","2001-07-03","80","83",
"IN099999901","PORT BLAIR, IN","2001-07-04","79",,
"IN099999901","PORT BLAIR, IN","2001-07-05","82","84","74"
"IN099999901","PORT BLAIR, IN","2001-07-06","83","84","78"
"IN099999901","PORT BLAIR, IN","2001-07-07","83",,"79"
"IN099999901","PORT BLAIR, IN","2001-07-08","82","84",
"IN099999901","PORT BLAIR, IN","2001-07-09","82","87",
"IN099999901","PORT BLAIR, IN","2001-07-10","82","84","74"
"IN099999901","PORT BLAIR, IN","2001-07-11","80",,
"IN099999901","PORT BLAIR, IN","2001-07-12","80","87","76"
"IN099999901","PORT BLAIR, IN","2001-07-13","81","84","75"
"IN099999901","PORT BLAIR, IN","2001-07-14","80","86",
"IN099999901","PORT BLAIR, IN","2001-07-15","78",,"72"
"IN099999901","PORT BLAIR, IN","2001-07-16","81","85","71"
"IN099999901","PORT BLAIR, IN","2001-07-17","82","85","72"
"IN099999901","PORT BLAIR, IN","2001-07-18","83",,
"IN099999901","PORT BLAIR, IN","2001-07-19","83","86","75"
"IN099999901","PORT BLAIR, IN","2001-07-20","82","87",
"IN099999901","PORT BLAIR, IN","2001-07-21","83","87","77"
"IN099999901","PORT BLAIR, IN","2001-07-22","82","87","75"
"IN099999901","PORT BLAIR, IN","2001-07-23","83",,"77"
"IN099999901","PORT BLAIR, IN","2001-07-24","83","90","77"
"IN099999901","PORT BLAIR, IN","2001-07-25","83","87","76"
"IN099999901","PORT BLAIR, IN","2001-07-26","80","86","76"
"IN099999901","PORT BLAIR, IN","2001-07-27","82","88","75"
"IN099999901","PORT BLAIR, IN","2001-07-28","82","89","76"
"IN099999901","PORT BLAIR, IN","2001-07-29","81",,
"IN099999901","PORT BLAIR, IN","2001-07-30","81","85","76"
"IN099999901","PORT BLAIR, IN","2001-07-31","79","85",
"IN099999901","PORT BLAIR, IN","2001-08-01","78","82",
"IN099999901","PORT BLAIR, IN","2001-08-02","78","83","71"
"IN099999901","PORT BLAIR, IN","2001-08-03","83","86","73"
"IN099999901","PORT BLAIR, IN","2001-08-04","81","84","76"
"IN099999901","PORT BLAIR, IN","2001-08-05","78",,
"IN099999901","PORT BLAIR, IN","2001-08-06","74","80","70"
"IN099999901","PORT BLAIR, IN","2001-08-07","77","82","71"
"IN099999901","PORT BLAIR, IN","2001-08-08","81",,"73"
"IN099999901","PORT BLAIR, IN","2001-08-09","82","87","76"
"IN099999901","PORT BLAIR, IN","2001-08-10","80","85",
"IN099999901","PORT BLAIR, IN","2001-08-11","80",,"76"
"IN099999901","PORT BLAIR, IN","2001-08-12","81","85",
"IN099999901","PORT BLAIR, IN","2001-08-13","80","84","76"
"IN099999901","PORT BLAIR, IN","2001-08-14","82",,"77"
"IN099999901","PORT BLAIR, IN","2001-08-15","82","87","76"
"IN099999901","PORT BLAIR, IN","2001-08-16","83","87","79"
"IN099999901","PORT BLAIR, IN","2001-08-17","80","84",
"IN099999901","PORT BLAIR, IN","2001-08-18","82","83","71"
"IN099999901","PORT BLAIR, IN","2001-08-19","80","85",
"IN099999901","PORT BLAIR, IN","2001-08-21","82","85","73"
"IN099999901","PORT BLAIR, IN","2001-08-22","81","86",
"IN099999901","PORT BLAIR, IN","2001-08-23","79","84",
"IN099999901","PORT BLAIR, IN","2001-08-25","82",,"77"
"IN099999901","PORT BLAIR, IN","2001-08-26","82","87","78"
"IN099999901","PORT BLAIR, IN","2001-08-27","81",,
"IN099999901","PORT BLAIR, IN","2001-08-28","79",,
"IN099999901","PORT BLAIR, IN","2001-08-29","82",,
"IN099999901","PORT BLAIR, IN","2001-08-30","81","84",
"IN099999901","PORT BLAIR, IN","2001-08-31","82","86","78"
"IN099999901","PORT BLAIR, IN","2001-09-01","81","87",
"IN099999901","PORT BLAIR, IN","2001-09-02","80","87",
"IN099999901","PORT BLAIR, IN","2001-09-03","81",,
"IN099999901","PORT BLAIR, IN","2001-09-04","82","87","75"
"IN099999901","PORT BLAIR, IN","2001-09-05","83",,
"IN099999901","PORT BLAIR, IN","2001-09-06","82","89","72"
"IN099999901","PORT BLAIR, IN","2001-09-07","82","87","75"
"IN099999901","PORT BLAIR, IN","2001-09-08","79","88",
"IN099999901","PORT BLAIR, IN","2001-09-09","80","88",
"IN099999901","PORT BLAIR, IN","2001-09-10","80",,"71"
"IN099999901","PORT BLAIR, IN","2001-09-11","81",,"72"
"IN099999901","PORT BLAIR, IN","2001-09-12","80",,
"IN099999901","PORT BLAIR, IN","2001-09-13","80","86","75"
"IN099999901","PORT BLAIR, IN","2001-09-14","80",,"74"
"IN099999901","PORT BLAIR, IN","2001-09-15","80",,
"IN099999901","PORT BLAIR, IN","2001-09-16","83","88","74"
"IN099999901","PORT BLAIR, IN","2001-09-17","82",,"75"
"IN099999901","PORT BLAIR, IN","2001-09-18","82",,"75"
"IN099999901","PORT BLAIR, IN","2001-09-19","83","88","75"
"IN099999901","PORT BLAIR, IN","2001-09-20","79","84","74"
"IN099999901","PORT BLAIR, IN","2001-09-21","80","87","72"
"IN099999901","PORT BLAIR, IN","2001-09-22","80","84","74"
"IN099999901","PORT BLAIR, IN","2001-09-23","81","86",
"IN099999901","PORT BLAIR, IN","2001-09-24","79","85",
"IN099999901","PORT BLAIR, IN","2001-09-25","78","85",
"IN099999901","PORT BLAIR, IN","2001-09-26","77","79","73"
"IN099999901","PORT BLAIR, IN","2001-09-27","76","80","72"
"IN099999901","PORT BLAIR, IN","2001-09-28","78","82","71"
"IN099999901","PORT BLAIR, IN","2001-09-29","80","86",
"IN099999901","PORT BLAIR, IN","2001-09-30","77","79","72"
"IN099999901","PORT BLAIR, IN","2001-10-01","78","84",
"IN099999901","PORT BLAIR, IN","2001-10-02","82","86","74"
"IN099999901","PORT BLAIR, IN","2001-10-03","80","85","74"
"IN099999901","PORT BLAIR, IN","2001-10-04","82","86","75"
"IN099999901","PORT BLAIR, IN","2001-10-05","81","85","74"
"IN099999901","PORT BLAIR, IN","2001-10-06","81","85","76"
"IN099999901","PORT BLAIR, IN","2001-10-07","80","86","76"
"IN099999901","PORT BLAIR, IN","2001-10-08","79","83","72"
"IN099999901","PORT BLAIR, IN","2001-10-09","80","86","74"
"IN099999901","PORT BLAIR, IN","2001-10-10","80","85","74"
"IN099999901","PORT BLAIR, IN","2001-10-11","80","86","76"
"IN099999901","PORT BLAIR, IN","2001-10-12","77","82","72"
"IN099999901","PORT BLAIR, IN","2001-10-13","81","86","74"
"IN099999901","PORT BLAIR, IN","2001-10-14","81","87","75"
"IN099999901","PORT BLAIR, IN","2001-10-15","82","88","76"
"IN099999901","PORT BLAIR, IN","2001-10-16","81","87","76"
"IN099999901","PORT BLAIR, IN","2001-10-17","80","87","75"
"IN099999901","PORT BLAIR, IN","2001-10-18","80","88","74"
"IN099999901","PORT BLAIR, IN","2001-10-19","80","87","74"
"IN099999901","PORT BLAIR, IN","2001-10-20","81","86","73"
"IN099999901","PORT BLAIR, IN","2001-10-21","81","85","73"
"IN099999901","PORT BLAIR, IN","2001-10-22","82","87","76"
"IN099999901","PORT BLAIR, IN","2001-10-23","81","87","74"
"IN099999901","PORT BLAIR, IN","2001-10-24","82","88","74"
"IN099999901","PORT BLAIR, IN","2001-10-25","79","87","75"
"IN099999901","PORT BLAIR, IN","2001-10-26","80","87","74"
"IN099999901","PORT BLAIR, IN","2001-10-27","81","86","72"
"IN099999901","PORT BLAIR, IN","2001-10-28","80","86","73"
"IN099999901","PORT BLAIR, IN","2001-10-29","80","86","73"
"IN099999901","PORT BLAIR, IN","2001-10-30","79","82","74"
"IN099999901","PORT BLAIR, IN","2001-10-31","78","84","73"
"IN099999901","PORT BLAIR, IN","2001-11-01","78","84","73"
"IN099999901","PORT BLAIR, IN","2001-11-02","80","86","74"
"IN099999901","PORT BLAIR, IN","2001-11-03","80","87",
"IN099999901","PORT BLAIR, IN","2001-11-04","80","87","73"
"IN099999901","PORT BLAIR, IN","2001-11-05","80","84","73"
"IN099999901","PORT BLAIR, IN","2001-11-06","79","85","76"
"IN099999901","PORT BLAIR, IN","2001-11-07","79","86","73"
"IN099999901","PORT BLAIR, IN","2001-11-08","80","84","72"
"IN099999901","PORT BLAIR, IN","2001-11-09","80","86","72"
"IN099999901","PORT BLAIR, IN","2001-11-10","82","86",
"IN099999901","PORT BLAIR, IN","2001-11-11","83","87","75"
"IN099999901","PORT BLAIR, IN","2001-11-12","82","86","78"
"IN099999901","PORT BLAIR, IN","2001-11-13","81","86","77"
"IN099999901","PORT BLAIR, IN","2001-11-14","81","86","72"
"IN099999901","PORT BLAIR, IN","2001-11-15","81","86","73"
"IN099999901","PORT BLAIR, IN","2001-11-16","82","86","77"
"IN099999901","PORT BLAIR, IN","2001-11-17","82","86","77"
"IN099999901","PORT BLAIR, IN","2001-11-18","78","83","74"
"IN099999901","PORT BLAIR, IN","2001-11-19","81","86","74"
"IN099999901","PORT BLAIR, IN","2001-11-20","82","85","74"
"IN099999901","PORT BLAIR, IN","2001-11-21","80","85","76"
"IN099999901","PORT BLAIR, IN","2001-11-22","81","85","76"
"IN099999901","PORT BLAIR, IN","2001-11-23","80","85","75"
"IN099999901","PORT BLAIR, IN","2001-11-24","81","85","72"
"IN099999901","PORT BLAIR, IN","2001-11-25","79","86",
"IN099999901","PORT BLAIR, IN","2001-11-26","81","85","74"
"IN099999901","PORT BLAIR, IN","2001-11-27","81","85",
"IN099999901","PORT BLAIR, IN","2001-11-28","81","87",
"IN099999901","PORT BLAIR, IN","2001-11-29","80","85","76"
"IN099999901","PORT BLAIR, IN","2001-11-30","80","86","75"
"IN099999901","PORT BLAIR, IN","2001-12-01","78","84",
"IN099999901","PORT BLAIR, IN","2001-12-02","80","85","72"
"IN099999901","PORT BLAIR, IN","2001-12-03","78","86",
"IN099999901","PORT BLAIR, IN","2001-12-04","78",,"72"
"IN099999901","PORT BLAIR, IN","2001-12-05","78","85","72"
"IN099999901","PORT BLAIR, IN","2001-12-06","79","87","72"
"IN099999901","PORT BLAIR, IN","2001-12-07","77","81","73"
"IN099999901","PORT BLAIR, IN","2001-12-08","80","85","72"
"IN099999901","PORT BLAIR, IN","2001-12-09","78","85","71"
"IN099999901","PORT BLAIR, IN","2001-12-10","79",,"69"
"IN099999901","PORT BLAIR, IN","2001-12-11","77","85","71"
"IN099999901","PORT BLAIR, IN","2001-12-12","77","85","67"
"IN099999901","PORT BLAIR, IN","2001-12-13","79","84",
"IN099999901","PORT BLAIR, IN","2001-12-14","81","86","75"
"IN099999901","PORT BLAIR, IN","2001-12-15","80",,
"IN099999901","PORT BLAIR, IN","2001-12-16","82","87","76"
"IN099999901","PORT BLAIR, IN","2001-12-17","83","88","77"
"IN099999901","PORT BLAIR, IN","2001-12-18","83","88","78"
"IN099999901","PORT BLAIR, IN","2001-12-19","82","87",
"IN099999901","PORT BLAIR, IN","2001-12-20","81","86",
"IN099999901","PORT BLAIR, IN","2001-12-21","83","88","77"
"IN099999901","PORT BLAIR, IN","2001-12-22","83","87","74"
"IN099999901","PORT BLAIR, IN","2001-12-23","81","88","77"
"IN099999901","PORT BLAIR, IN","2001-12-24","81","85","76"
"IN099999901","PORT BLAIR, IN","2001-12-25","81","85","75"
"IN099999901","PORT BLAIR, IN","2001-12-26","81","85","76"
"IN099999901","PORT BLAIR, IN","2001-12-27","80","85","75"
"IN099999901","PORT BLAIR, IN","2001-12-28","81","86","76"
"IN099999901","PORT BLAIR, IN","2001-12-29","82","87","76"
"IN099999901","PORT BLAIR, IN","2001-12-30","81","86","77"
"IN099999901","PORT BLAIR, IN","2001-12-31","81","85","76"
"IN099999901","PORT BLAIR, IN","2002-01-01","81",,"77"
"IN099999901","PORT BLAIR, IN","2002-01-02","81","85","76"
"IN099999901","PORT BLAIR, IN","2002-01-03","80","85","77"
"IN099999901","PORT BLAIR, IN","2002-01-04","80","84","76"
"IN099999901","PORT BLAIR, IN","2002-01-05","80","85","76"
"IN099999901","PORT BLAIR, IN","2002-01-06","81","86","76"
"IN099999901","PORT BLAIR, IN","2002-01-07","81","87","76"
"IN099999901","PORT BLAIR, IN","2002-01-08","81","85","76"
"IN099999901","PORT BLAIR, IN","2002-01-09","81","84","77"
"IN099999901","PORT BLAIR, IN","2002-01-10","82",,"76"
"IN099999901","PORT BLAIR, IN","2002-01-11","81","86","75"
"IN099999901","PORT BLAIR, IN","2002-01-12","80","85","72"
"IN099999901","PORT BLAIR, IN","2002-01-13","78","84","69"
"IN099999901","PORT BLAIR, IN","2002-01-14","77",,"66"
"IN099999901","PORT BLAIR, IN","2002-01-15","76",,"67"
"IN099999901","PORT BLAIR, IN","2002-01-16","77","85",
"IN099999901","PORT BLAIR, IN","2002-01-17","79","86",
"IN099999901","PORT BLAIR, IN","2002-01-18","81","86","74"
"IN099999901","PORT BLAIR, IN","2002-01-19","79","85","72"
"IN099999901","PORT BLAIR, IN","2002-01-20","80","86","70"
"IN099999901","PORT BLAIR, IN","2002-01-21","81","86","72"
"IN099999901","PORT BLAIR, IN","2002-01-22","82","87","74"
"IN099999901","PORT BLAIR, IN","2002-01-23","81","89",
"IN099999901","PORT BLAIR, IN","2002-01-24","82","88","75"
"IN099999901","PORT BLAIR, IN","2002-01-25","81","87","73"
"IN099999901","PORT BLAIR, IN","2002-01-26","80","87","72"
"IN099999901","PORT BLAIR, IN","2002-01-27","81","86","74"
"IN099999901","PORT BLAIR, IN","2002-01-28","81","87","75"
"IN099999901","PORT BLAIR, IN","2002-01-29","81","85","76"
"IN099999901","PORT BLAIR, IN","2002-01-30","82","86",
"IN099999901","PORT BLAIR, IN","2002-01-31","82","87","77"
"IN099999901","PORT BLAIR, IN","2002-02-01","82","88","76"
"IN099999901","PORT BLAIR, IN","2002-02-02","81","88","74"
"IN099999901","PORT BLAIR, IN","2002-02-03","81","87","75"
"IN099999901","PORT BLAIR, IN","2002-02-04","80","86","72"
"IN099999901","PORT BLAIR, IN","2002-02-05","80","87","71"
"IN099999901","PORT BLAIR, IN","2002-02-06","79","86","69"
"IN099999901","PORT BLAIR, IN","2002-02-07","80","86","68"
"IN099999901","PORT BLAIR, IN","2002-02-08","80",,"71"
"IN099999901","PORT BLAIR, IN","2002-02-09","79","87","69"
"IN099999901","PORT BLAIR, IN","2002-02-10","80","87","69"
"IN099999901","PORT BLAIR, IN","2002-02-11","81","86","70"
"IN099999901","PORT BLAIR, IN","2002-02-12","81","87","74"
"IN099999901","PORT BLAIR, IN","2002-02-13","81","88","73"
"IN099999901","PORT BLAIR, IN","2002-02-14","81","90","73"
"IN099999901","PORT BLAIR, IN","2002-02-15","82","87",
"IN099999901","PORT BLAIR, IN","2002-02-16","81","87","72"
"IN099999901","PORT BLAIR, IN","2002-02-17","82","88",
"IN099999901","PORT BLAIR, IN","2002-02-18","82","89","76"
"IN099999901","PORT BLAIR, IN","2002-02-19","80","88","72"
"IN099999901","PORT BLAIR, IN","2002-02-20","81","88","69"
"IN099999901","PORT BLAIR, IN","2002-02-21","81","88","72"
"IN099999901","PORT BLAIR, IN","2002-02-22","82","89","74"
"IN099999901","PORT BLAIR, IN","2002-02-23","81","88",
"IN099999901","PORT BLAIR, IN","2002-02-24","82","88","72"
"IN099999901","PORT BLAIR, IN","2002-02-25","82","89","73"
"IN099999901","PORT BLAIR, IN","2002-02-26","81",,"75"
"IN099999901","PORT BLAIR, IN","2002-02-27","82","89","74"
"IN099999901","PORT BLAIR, IN","2002-02-28","81","90","73"
"IN099999901","PORT BLAIR, IN","2002-03-01","81","89","71"
"IN099999901","PORT BLAIR, IN","2002-03-02","80","88","68"
